,track_name,track_id,track_pop,artist_name,featured_artist,album_name,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,valence,tempo,track_lyrics,playlist_name

412,Boss Up,2J7IDapWgrILBNqwnv0Vr0,48,Lil Skies,None,Life of a Dark Rose,7d3WFRME3vBY2cgoP38RDo,0.617,0.672,2,-6.882,1,0.0593,0.0211,0.0,0.428,160.055,"Hahahaha. Ayy. And she gon' fuck with me, she like the way I live. Niggas hate all the time, I got no fuck to give. Lil' nigga speak your mind, why you still bein' stiff?. Ayy. . And she gon' fuck with me, she like the way I live. Niggas hate all the time, I got no fuck to give. Lil' nigga speak your mind, why you still bein' stiff?. Know it's the perfect time, yeah they know what it is. And she gon' fuck with me, she like the way I live. Niggas hate all the time, I got no fuck to give. Lil' nigga speak your mind, why you still bein' stiff?. Know it's the perfect time, yeah they know what it is. . Bossed up, I'm gettin' mines, I'm only in my prime. They tried to take my shine, I left them niggas blind. She say she fuck with me, it's hard to tell what's real. And I just popped an Addy, that shit gave me the chills. Dark life up in the Hills, go buffalo for bills. I fucked her for the thrill, girl, I won't pay your bills. I'm not these other dudes, don't hang with april fools. And if he bust a move, he might just make the news, yeah. Hopped up in the coupe, yeah, smokin' like I'm Snoop, yeah. Not for everybody, so tell 'em play it cool, yeah. These designer jeans, Jordan 1s for my shoes, yeah. Broski got a gun, you run up, he gon' shoot, yeah. Ballin' like a hoop, yeah, so cold I need a suit, yeah. My brother, that's my troop, yeah, try us, we gettin' loose, yeah. You live a fantasy, must have forgot the truth. I had to do the math, and I was smokin' boof. Ayy, must have forgot the truth. I had to do the math, and I was smokin' boof. Know they don't have a clue, we jumped up on the roof. And I was on my way to greatness, nigga, where were you?. . And she gon' fuck with me, she like the way I live. Niggas hate all the time, I got no fuck to give. Lil' nigga speak your mind, why you still bein' stiff?. Know it's the perfect time, yeah they know what it is. And she gon' fuck with me, she like the way I live. Niggas hate all the time, I got no fuck to give. Lil' nigga speak your mind, why you still bein' stiff?. Know it's the perfect time, yeah they know what it is. . Boss up, ayy. Lil' nigga, boss up, boss up, ayy. Lil' nigga, just boss up. Shawty, just boss up. Ayy, we boss up. Ayy, my bitch bossed up, ayy, ayy</p>",Best Hip-Hop Playlist

413,Garden,3nnfZsKguDexxLNInB4rDR,46,Lil Skies,None,Life of a Dark Rose,7d3WFRME3vBY2cgoP38RDo,0.458,0.688,0,-4.618,1,0.124,0.228,0.0,0.422,77.934,"See me winnin', now they wanna stop me. Came from nothin', now we fuckin' flossin'. I feel great, these people think I'm awesome. Lil baby, why you fraudin'. Plant my seed, watch me grow a garden. Save your breath, I don't do the arguin'. We done came up, we worked the hardest. Why you salty?. See me winnin', now they wanna stop me. Came from nothin', now we fuckin' flossin'. I feel great, these people think I'm awesome. . Run away, from all the pain. I tried so hard to change my ways, think I'm insane. She rollin' up my Mary Jane, she in love with me. And I'm rollin' off an Addy pill, think this controllin' me. And they said I wouldn't be shit, but I'm here. And you thought that I was up now, just wait 'til next year. I got people sendin' threats, I can never show no fear. Smoke 'em like a cigarette, see that smoke when I appear. . Now they salty. See me winnin', now they wanna stop me. Came from nothin', now we fuckin' flossin'. I feel great, these people think I'm awesome. Lil baby, why you fraudin'. Plant my seed, watch me grow a garden. Save your breath, I don't do the arguin'. We done came up, we worked the hardest. Why you salty?. See me winnin', now they wanna stop me. Came from nothin', now we fuckin' flossin'. I feel great, these people think I'm awesome. . I put my back against the wall and just scream, ""Fuck 'em all"". Now that I'm up they like to call and try to get involved. I look my shorty in the eyes like, ""I can't do you wrong"". You ride for me, I ride for you, that's how we get along. I see it in your face, yeah, got no time for the basic. I wish they could see it how I see it, but I'm famous. You can have my old swag 'cause ever day I change it. I can't take no L's, I'm destined for greatness. . Now they salty. See me winnin', now they wanna stop me. Came from nothin', now we fuckin' flossin'. I feel great, these people think I'm awesome. Lil baby, why you fraudin'. Plant my seed, watch me grow a garden. Save your breath, I don't do the arguin'. We done came up, we worked the hardest. Why you salty?. See me winnin', now they wanna stop me. Came from nothin', now we fuckin' flossin'. I feel great, these people think I'm awesome</p>",Best Hip-Hop Playlist

414,Lettuce Sandwich,4hnPw0BbVyoI1abKJZPSaS,50,Lil Skies,None,Life of a Dark Rose,7d3WFRME3vBY2cgoP38RDo,0.712,0.593,1,-7.672,0,0.0358,0.0042,0.0,0.549,149.967,"Menoh!. Ayy, ayy, ayy, ayy. . Wrists, dancing. Sink your ship, Titanic. My clique full of bandits. Grab for that lettuce sandwich. The coupe, is tinted. She thought it was rented. I want it, I'mma spend it. Live my life with no limits. . I'ma do the damage, I'ma do the damage. I'ma do the damage, bitch I'ma do the damage. Know I'ma do the damage. Just know I'm taking credit. I said it then I meant it. Man, 'cause I'm so relentless. . You want to hang with a rockstar, live a fast life and get high. We 'gon come through, shut the block down. Make 'em lay low like drive-byes. I don't fuck with them, they don't fuck with me. It gets to their heads but not mines. I'm my own man, I don't need no hands,. Who go switch with me and change sides. Ooh, its lit. Milk the game like a tit. I put my bitch in Rick. Now she 'gon ride this dick. My gang, official. No you don't want this issue. Blast off hard like a missle. Real diamonds these aren't crystals. Lil' shawty, go crazy. Pull up in black Mercedes. Thank god my momma made me. Boy you's a momma's baby. The throne was set for taking. I press reset on patience. The purse makes her amazing. Soak it up like a raisin. . Wrists, dancing. Sink your ship, Titanic. My clique full of bandits. Grab for that lettuce sandwich. The coupe, is tinted. She thought it was rented. I want it, I'ma spend it. Live my life with no limits. . I'ma do the damage, I'ma do the damage. I'ma do the damage, bitch I'ma do the damage. Know I'ma do the damage. Just know I'm taking credit. I said it then I meant it. Man, 'cause I'm so relentless. . Senorita, she a eater. My bitch a queen like Latifah. Roll ten woods of that reefer. Smoke KK Wiz Khalifa. Got music blastin' through my speakers. In the game you was on the bleachers. I don't text her back, I don't need her. You really thought she was a keeper. Woah, not sorry, flexed up with my posse. Tattoos all on my body. Diamonds is playing hockey. Cold, brr. Let me go up her skirt. Louis V on her purse. Sunday she go to church. She fragile, but worth it. I know nobody perfect. Not lying in my verses. Take credit like immersion. Yeah, Immortal, bandit. Bitch I'm not from this planet. I need that lettuce sandwich. Don't think they understand it. . Wrists, dancing. Sink your ship, Titanic. My clique full of bandits. Grab for that lettuce sandwich. The coupe, is tinted. She thought it was rented. I want it, I'mma spend it. Live my life with no limits. . I'ma do the damage, I'ma do the damage. I'ma do the damage, bitch I'ma do the damage. Know I'ma do the damage. Just know I'm taking credit. I said it then I meant it. Man, 'cause I'm so relentless</p>",Best Hip-Hop Playlist

415,Strictly Business,1HzE0tqP7fGwS8LWpAVRN6,52,Lil Skies,None,Life of a Dark Rose,7d3WFRME3vBY2cgoP38RDo,0.745,0.834,8,-3.626,1,0.127,0.304,0.0,0.482,157.057,". Wanna make it with the people that was there from the start. I don't need no new people, they gon' tear me apart. You can't shine with me now, you left me stuck in the dark. Strictly business nowadays, I got no time for your heart. Wanna make it with the people that was there from the start. I don't need no new people, they gon' tear me apart. You can't shine with me now, you left me stuck in the dark. Strictly business nowadays, I got no time for your heart. . Runnin' bands up with my bros, we be gettin' the dough. I ain't worried 'bout these hoes, keep my head on my goals. We was ridin' down the street makin' plays at the post. I can't even sit and count all the grams that I sold. Young nigga made a way, now they hate that we win. Try to stop me, I ain't cocky, you ain't boxin' me in. I got bitches say they love me and they still got a man. I stay focused, never fold, this shit a part of my plan. . I wanna make it with the people that was there from the start. I don't need no new people, they gon' tear me apart. You can't shine with me now, you left me stuck in the dark. Strictly business nowadays, I got no time for your heart. Wanna make it with the people that was there from the start. I don't need no new people, they gon' tear me apart. You can't shine with me now, you left me stuck in the dark. Strictly business nowadays, I got no time for your heart. . I made my own wave, I'm with your boo thang. She havin' mood swings, she need a mood ring. A boss, she know I be, so run it up with me. I got the recipe, make you hit melodies. Get high and feel the breeze, I know it's feelin' nice. You wanna live this life because it's feelin' right. And when I'm feelin' down, will you still be around?. Or will you shut me down? Grab the gun and load a round. . I wanna make it with the people that was there from the start. I don't need no new people, they gon' tear me apart. You can't shine with me now, you left me stuck in the dark. Strictly business nowadays, I got no time for your heart. Wanna make it with the people that was there from the start. I don't need no new people, they gon' tear me apart. You can't shine with me now, you left me stuck in the dark. Strictly business nowadays, I got no time for your heart. . Ayy, ayy, I got no time for your heart, yeah. I got no time for your heart, yeah. I got no time for your heart. Gotta, uh, ayy. I got no time for your heart, yeah. I got no time for your heart, yeah. I got no time for your heart, yeah. I got no time for your heart, yeah</p>",Best Hip-Hop Playlist

416,Kill4u,5tnGoXhKnh5WpMX4BfMCiR,50,Lil Skies,None,Life of a Dark Rose,7d3WFRME3vBY2cgoP38RDo,0.654,0.763,5,-5.486,0,0.0638,0.111,1.85e-05,0.457,160.929,"Ayy, roll one and touch the sky. What a lie. Ayy, ayy, ayy. . I live a dark life, I don't let people in. They say I smoke too much, but this my medicine. Don't get the wrong impression, I'm 'bout my presidents. Rockstar my life, look at the evidence. And would you shoot for me? 'Cause I would kill for you. I like the way you dance, you got no point to prove. I shine just like a jewel, my baby that's my boo. We both is off the goop and swerving in my Coupe. . Depression settin' in, so grab my medicine. The cops lookin' for it, I hide the evidence. Bitch, I'm intelligent, they say I'm heaven sent. Life feel like Hell on earth, I fly high like a blimp. Girl, why you fuck with him? You know that nigga sell. He said he got a bag, that boy is not a pill. All of my niggas up, I did this for my team. Bitch, I'm a young boss, didn't have anything. I'm tryna own a house, you tryna own a chain. Omertà still the code, I won't tell on my gang. I used to dream about it, made it reality. And you are not my friend, 'cause back then you was doubtin' me. . I live a dark life, I don't let people in. They say I smoke too much, but this my medicine. Don't get the wrong impression, I'm 'bout my presidents. Rockstar my life, look at the evidence. And would you shoot for me? 'Cause I would kill for you. I like the way you dance, you got no point to prove. I shine just like a jewel, my baby that's my boo. We both is off the goop and swerving in my Coupe. . Lil baby fuck me good, I took her to my hood. I wish that nigga would, would throw him in the woods. My life a scary movie, I never catch a break. How you gon' help me out, then throw it in my face?. This world's a different place, my mind is like a race. I'm always on the go, I gotta let you know. That I'm a lonely nigga, no, I don't need a hoe. I only need my dough, I'm talkin' bankroll. All of these bitches fuckin', all of these niggas lame. I can't fall victim to it, I'm in a different lane. You wanna see me fail, don't wanna see me change. It's funny how it works, now you are stuck in pain. . I live a dark life, I don't let people in. They say I smoke too much, but this my medicine. Don't get the wrong impression, I'm 'bout my presidents. Rockstar my life, look at the evidence. And would you shoot for me? 'Cause I would kill for you. I like the way you dance, you got no point to prove. I shine just like a jewel, my baby that's my boo. We both is off the goop and swerving in my Coupe. . (Swervin', swervin', swervin', swervin'. Swervin', swervin')</p>",Best Hip-Hop Playlist

417,Take One,6fI3tBVND8zUXZi9rr2Yps,0,Kodak Black,None,Take One,46SHBwWsqBkxI7EeeBEQG7,0.657,0.613,1,-7.308,1,0.465,0.123,0.0,0.485,174.027,,Best Hip-Hop Playlist

418,Space Cadet (feat. Gunna),5gub2bpJRgJP4m4MliqtdV,1,Metro Boomin,Gunna,NOT ALL HEROES WEAR CAPES,0iEtIxbK0KxaSlF7G42ZOp,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.638,109.004,,Best Hip-Hop Playlist

419,Plastic,3wFnBRnYgpdoBQyXl3NxoH,48,Jaden,None,The Sunset Tapes: A Cool Tape Story,0xOeVMOz2fVg5BJY3N6akT,0.759,0.733,10,-7.015,0,0.165,0.201,0.0,0.411,144.96,,Best Hip-Hop Playlist

420,Order,04iHyjuODvU57m4c5MdFv5,44,Tm88,"Southside, Gunna",Order,5RMUeKq0dZxg9RHE1f0B9P,0.888,0.489,9,-8.243,1,0.206,0.0339,0.0,0.191,139.069,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Tm88 feat Southside Gunna Order"">search Tm88 feat Southside Gunna Order lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

421,I Love,30z4LVkScpeNhwHFIB8Ewa,66,Joyner Lucas,None,I Love,6C1ohJrd5VydigQtaGy5Wa,0.671,0.565,11,-7.401,0,0.16,0.274,6.51e-05,0.561,150.014,,Best Hip-Hop Playlist

422,Don't Say That (Feat. Lil Uzi Vert),5eq8CDTzJIOq0aMtwbp5Gn,38,BlocBoy JB,Lil Uzi Vert,Don't Think That,4TEJudQY2pXxVHPE3gD2EU,0.674,0.566,5,-9.07,0,0.408,0.161,9.42e-06,0.752,140.114,,Best Hip-Hop Playlist

423,Envious (feat. Juicy J),6Ya68IPjptq1DYiQsqGpEU,37,Killumantii,Juicy J,Yellow Tape,3uihH9rY2n7IgCkO0Rjbe1,0.885,0.735,11,-6.869,0,0.19,0.00858,0.0,0.892,150.98,,Best Hip-Hop Playlist

424,Overseas (feat. Lil Pump),2Q13JqwPOhGIgvuHgdk6eZ,38,Desiigner,Lil Pump,Overseas,7pFeBzX627ff0VnN6bxPR4,0.892,0.679,9,-6.495,1,0.0676,0.129,1.55e-05,0.434,129.992,,Best Hip-Hop Playlist

425,No Face No Case,71KflyTEP1MeH3zZhc0ycS,29,GASHI,Giggs,No Face No Case,0JOxt5QOwq0czoJxvSc5hS,0.835,0.716,11,-4.01,1,0.182,0.148,0.0,0.177,137.93,,Best Hip-Hop Playlist

426,FUN!,41uX0L4bro4KfKtDIIEFFe,50,Vince Staples,None,FM!,68kEuyFKyqrdQQLLsmiatm,0.953,0.554,0,-5.12,1,0.076,0.616,0.000869,0.457,101.011,,Best Hip-Hop Playlist

427,Twerk,5KhtS0F7T3KJ7oL2WWwfmX,0,City Girls,None,Twerk,37hAfseJWi0G3Scife12Il,0.874,0.861,7,-3.871,1,0.0748,0.132,0.00991,0.481,94.983,,Best Hip-Hop Playlist

428,Know Me,2e3oSed7fWKJ63VCxtMAAH,45,NAV,None,Know Me,7rkW85dBwwrJtlHRDkJDAC,0.925,0.591,1,-5.663,1,0.157,0.0193,0.0,0.158,142.047,,Best Hip-Hop Playlist

429,Loyalty Before Royalty,284fVGdbsPtigjjI0jmKXo,56,Trippie Redd,None,A Love Letter To You 3,6Xgp2XMz1fhVYe7i6yNAax,0.808,0.701,2,-4.837,0,0.0984,0.00212,2.1e-05,0.154,158.068,,Best Hip-Hop Playlist

430,Cable Guy (feat. Jay Critch),4ZEQn8A2wbHR1s5979mTPC,26,KEY!,"Kenny Beats, Jay Critch",Cable Guy (feat. Jay Critch),2tMOCIpxj6jwM9e6pmwGiP,0.966,0.706,6,-6.179,0,0.219,0.0206,0.0,0.537,122.055,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Key! feat Kenny Beats Jay Critch Cable guy"">search Key! feat Kenny Beats Jay Critch Cable guy lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

431,Lil Boat,1xxSzi7Owa5MzGINKFm1h8,0,88GLAM,None,Lil Boat,2I9SLklAOG0vdMiUUMNxRl,0.761,0.685,6,-4.231,0,0.0597,0.0145,5.73e-06,0.56,150.036,,Best Hip-Hop Playlist

432,Feels Like Summer,5zEeiQbazUWskpZNhnh6i2,44,Vince Staples,None,FM!,68kEuyFKyqrdQQLLsmiatm,0.851,0.602,8,-6.132,1,0.205,0.167,7.25e-06,0.651,100.0,,Best Hip-Hop Playlist

433,Try It (feat. French Montana & Fabolous),7BbJw7SeLDxB9ywy6EZjA2,31,Jay Critch,"French Montana, Fabolous",Hood Favorite,6Av6GMCOznZIlHuNcBWgf4,0.443,0.833,5,-4.76,1,0.336,0.229,0.0,0.523,179.91,,Best Hip-Hop Playlist

434,Every Season,7uDmtMSHiwHt4SXqxbYqIr,51,Roddy Ricch,None,Every Season,757aE44tKEUQEqRuT6GnEB,0.961,0.708,5,-5.524,0,0.287,0.0672,0.0,0.582,130.0,,Best Hip-Hop Playlist

435,Brothers,3OKjDHmSJVKOn6V4hCR8bq,57,Lil Tjay,None,Brothers,6jGMq4yGs7aQzuGsMgVgZR,0.677,0.421,2,-10.19,0,0.14,0.695,0.0,0.609,85.332,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Lil tjay Brothers"">search Lil tjay Brothers lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

436,2 Sides,4OyqBjvnPEvI5Vk7tPsKZJ,12,Icewear Vezzo,Zaytoven,2 Sides,1ZbmerOthZbxz5eR3c9Mn1,0.698,0.815,11,-6.44,1,0.127,0.00288,0.0,0.355,77.945,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Icewear vezzo feat Zaytoven 2 sides"">search Icewear vezzo feat Zaytoven 2 sides lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

437,Puff Daddy,33omqR79fIXhaqdO4kQFAz,50,JPEGMAFIA,Kenny Beats,Puff Daddy,6yJ6QQ3Y5l0s0tn7b0arrO,0.876,0.807,10,-4.466,0,0.18,0.245,0.0,0.691,135.754,,Best Hip-Hop Playlist

438,SUPERDUPERKYLE (feat. MadeinTYO),6XvAtWxJwJMsXmugRQrksT,42,KYLE,MadeinTYO,SUPERDUPERKYLE (feat. MadeinTYO),4qBgvVog0wzW75IQ48mU7v,0.758,0.702,6,-5.331,0,0.059,0.0168,0.0,0.468,160.014,,Best Hip-Hop Playlist

439,Kamikaze,1iPBD72u3nAyFEeardYuBV,0,Lil Mosey,None,Northsbest,5zctI4wO9XSKS8XwcnqEHk,0.792,0.571,8,-7.539,0,0.094,0.301,0.0,0.556,99.999,,Best Hip-Hop Playlist

440,Live That Life (feat. Garren),2ejM6HUuoa686Ypd5ulMGm,29,YFN Lucci,"Rich Homie Quan, Garren",Live That Life (feat. Garren),5Berubt6ysOy2LCMyqhmXP,0.688,0.715,8,-5.425,1,0.0707,0.0587,0.0,0.682,145.954,,Best Hip-Hop Playlist

441,Moral (feat. Maxo Kream),4mFpq2tEmxVHFdCpT81mAW,23,IDK,Maxo Kream,Moral (feat. Maxo Kream),6aiFCgyKNwF9Rv5TOxnE8E,0.889,0.493,1,-7.471,1,0.461,0.0584,0.0,0.313,79.985,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Idk feat Maxo Kream Moral"">search Idk feat Maxo Kream Moral lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

442,Ready To Go,2p7PwWvsWFP3TyhHZbmD8M,0,Garren,None,Ready To Go,0963LEoOeEvJqPRYH9eG7X,0.773,0.393,8,-7.393,0,0.0452,0.337,0.0,0.439,104.966,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Garren Ready to go"">search Garren Ready to go lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

443,Wrong Way,505KZm0Gzzrt3SameLNuYW,0,Garren,None,Normal,0963LEoOeEvJqPRYH9eG7X,0.882,0.611,6,-3.828,1,0.076,0.683,0.0,0.509,142.014,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Garren Wrong way"">search Garren Wrong way lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

444,LA $hit,7cUN2UwFbPacbOGuMpJuBt,16,Garren,G Perico,LA $hit,0963LEoOeEvJqPRYH9eG7X,0.802,0.586,7,-9.543,0,0.0984,0.0138,2.91e-06,0.537,104.989,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Garren feat G Perico La $hit"">search Garren feat G Perico La $hit lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

445,Conversation,1ZBXosgMsNwlfxbC8qeAo5,0,Garren,None,Normal,0963LEoOeEvJqPRYH9eG7X,0.391,0.628,7,-6.599,0,0.142,0.134,0.0,0.236,158.07,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Garren Conversation"">search Garren Conversation lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

446,Energy,1VSIO2AS08BRhmMDVL1yZA,0,Garren,None,Normal,0963LEoOeEvJqPRYH9eG7X,0.716,0.531,7,-5.959,0,0.0389,0.0805,0.0,0.119,110.006,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Garren Energy"">search Garren Energy lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

447,Patience,335jA47VXixhxlKfqjAUPB,2,Garren,None,Patience,0963LEoOeEvJqPRYH9eG7X,0.55,0.676,2,-5.144,0,0.0365,0.287,0.0,0.245,97.945,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Garren Patience"">search Garren Patience lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

448,The Code,0P8pHhwtR2Z6IIqA88YPXn,0,Garren,None,Normal,0963LEoOeEvJqPRYH9eG7X,0.725,0.687,10,-6.634,1,0.107,0.0781,2.26e-06,0.44,95.004,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Garren The code"">search Garren The code lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

449,Hold Me Down,3avDjxODuR4gF4doYul6It,0,Garren,None,Hold Me Down,0963LEoOeEvJqPRYH9eG7X,0.872,0.67,8,-3.989,0,0.0851,0.474,0.0,0.533,92.015,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Garren Hold me down"">search Garren Hold me down lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

450,Kings Dead Freestyle,0MTFUFCrv0rKv1TrY1uDm6,0,DJ Max Star,None,#Lakers,3oTDO2HdnIHS42f8E6KIFJ,0.794,0.46,10,-11.025,0,0.436,0.0226,0.0,0.638,164.054,,Best Hip-Hop Playlist

451,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,80,XXXTENTACION,None,?,15UsOTVnJzReFVN1VCnxy4,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.271,119.705,"Why am I so in love?. Why am I so in love?. I don't know why. . Steady tryin' to maintain. Same things that a blood bitch may frame. My brain can't fathom what the hate say. He say, she say, how 'bout me say?. Get the Vice, ayy. Had to tell her let's ASAP. What's that on my shawty wrist? That's a AP. I'm not trying to save a bitch she A-P-E. Feeling like ET, flying out of the Addy. Fucking on shawty, she baddie. 'Cause she better, you a pawn when I edit. I mean I'm better than better, maybe I'm lying. I'm sadder than most of y'all with the money and the freedom, nigga. What is money really worth if it ain't love?. I'ma find a perfect balance, it's gon' take time. I heard shawty still in love through the grape vine. Heard shawty still in love through the grape vine. Heard shawty in love through the grape vine. . Mix a little bit of weed with a little bit of cash. With a little bit of this, with a little bit of that. We gon' be al-, we gon' be al-. We gon' be al-, we gon' be al-. Mix a little bit of weed with a little bit of cash. With a little bit of this, with a little bit of that. We gon' be al-, we gon' be alright. We gon' be al-, we gon' be al-. Mix a little bit of weed with a little bit of cash. With a little bit of this, with a little bit of that. We gon' be al-, we gon' be al-. We gon' be alright, we gon' be al-. Mix a little bit of weed with a little bit of cash. With a little bit of this, with a little bit of that. We gon' be al-, we gon' be al-. We gon' be al-, we gon' be al-. . Why am I so in love?. I dont know why. Why am I so in love?. I don't know why. . She said I, oh, I, am falling for you, falling for you. I, oh, I, am falling for you, falling for you. I, oh, I, am falling for you, falling for you. I, oh, I, am falling for you, falling for you. . Why am I so in love?. Why am I so in love?. Why am I so in love?. I don't know why. Why am I so in love?. Why am I so in love?. Why am I so in love?. I don't know why</p>",Best Hip-Hop Playlist

452,infinity (888) - feat. Joey Bada$$,7J2gyNghNTzl4EsLhXp01Q,74,XXXTENTACION,Joey Bada$$,?,15UsOTVnJzReFVN1VCnxy4,0.562,0.579,10,-6.788,0,0.484,0.274,0.0,0.577,84.143,,Best Hip-Hop Playlist

453,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",14boA065HMHWvqyPPEeN4y,63,XXXTENTACION,"Rio Santana, Judah, Andrez Babii",?,15UsOTVnJzReFVN1VCnxy4,0.767,0.561,2,-7.418,0,0.0509,0.118,0.0,0.542,90.021,,Best Hip-Hop Playlist

454,Fifty Ball (feat. Moneybagg Yo & Smokepurpp),6yByVw3ZnJGtDD13rgbZ7j,0,24hrs,"Moneybagg Yo, Smokepurpp",HOUSES ON THE HILL,4isewEHTP7Az2QheDdBQ6J,0.789,0.656,6,-3.484,1,0.108,0.0304,0.0,0.443,143.992,,Best Hip-Hop Playlist

455,MF+G,0X8ced8yRplLFUVxpK3G6p,34,Mez,None,Data Plan .002,30C5wgn4celhRP3Tytv7R6,0.707,0.824,1,-5.643,1,0.26,0.0892,1.7e-05,0.51,72.045,,Best Hip-Hop Playlist
